,date,whi_temp,whi_temp_min,whi_temp_max,whi_feels_like,whi_pressure,whi_humidity,whi_clouds,whi_rain
55,1970-01-10,-193.65899658203125,-391.4607849121094,270.23974609375,-396.8504943847656,140.75157165527344,-123.78105163574219,49.49205780029297,-65.2141342163086
2,1970-01-17,-21.39080047607422,-431.791748046875,-210.2468719482422,236.67425537109375,-3.086092710494995,-114.85708618164062,5.466336727142334,71.0987548828125
96,1970-01-21,-8.89855670928955,107.59554290771484,404.2847900390625,530.147216796875,-100.3935775756836,126.94898223876953,-122.308349609375,180.12969970703125
67,1970-01-21,-153.94036865234375,-141.8772735595703,-78.19026947021484,-110.6778564453125,-264.128173828125,-296.44677734375,177.88938903808594,58.515159606933594
31,1970-01-25,103.92427062988281,-103.73677062988281,389.455078125,75.59088897705078,-162.56759643554688,-27.0992374420166,-80.12792205810547,-296.3230895996094
39,1970-02-06,-8.024896621704102,278.072998046875,388.55340576171875,311.31396484375,-439.3515319824219,-289.9265441894531,-34.05068588256836,-25.736913681030273
6,1970-02-09,44.83974075317383,-117.36266326904297,104.5191650390625,-56.7850227355957,-633.1911010742188,43.41313171386719,331.185302734375,-516.2144775390625
87,1970-02-13,-181.89768981933594,237.4925079345703,-349.3397521972656,-35.01540756225586,-12.404130935668945,122.33123016357422,-90.14846801757812,220.67283630371094
20,1970-02-15,40.86835479736328,-285.1412048339844,99.28423309326172,-427.6585388183594,50.4717903137207,-180.32395935058594,605.3611450195312,81.82396697998047
9,1970-02-17,-187.659423828125,-74.30895233154297,180.34326171875,400.1649169921875,-209.10638427734375,-57.0071907043457,149.8891143798828,65.80054473876953
51,1970-02-21,486.3230285644531,240.9210968017578,256.1445007324219,107.18717956542969,-116.74781799316406,-105.55607604980469,243.89471435546875,-147.3417205810547
77,1970-02-25,184.86814880371094,92.31405639648438,-410.2506103515625,-181.3029022216797,-40.203041076660156,-123.13145446777344,124.42786407470703,-154.7456817626953
47,1970-03-04,227.5607147216797,167.9299774169922,-236.4024200439453,-276.6005859375,-321.3773193359375,-276.2378845214844,201.25148010253906,-168.52685546875
35,1970-03-11,-90.46083068847656,61.16283416748047,88.70855712890625,248.42401123046875,-287.8920593261719,221.4435577392578,-138.34156799316406,-400.8009948730469
14,1970-03-11,-48.251216888427734,497.5734558105469,176.797119140625,76.30255126953125,-390.4400634765625,-105.71421813964844,-332.05609130859375,-375.9311828613281
30,1970-03-12,42.64734649658203,-219.34671020507812,174.74041748046875,78.18644714355469,-53.467952728271484,30.111190795898438,139.7818145751953,204.76705932617188
7,1970-03-17,-141.8535614013672,98.81283569335938,220.83078002929688,-54.005191802978516,-471.15081787109375,-39.88651657104492,201.230712890625,-334.0803527832031
64,1970-03-21,-125.5144271850586,126.47405242919922,458.6824035644531,-101.73168182373047,-195.64918518066406,162.56735229492188,197.97543334960938,-652.762451171875
0,1970-03-22,-101.30083465576172,169.03201293945312,-138.99346923828125,-451.7510986328125,98.79386901855469,81.85765838623047,71.30169677734375,417.0130920410156
15,1970-03-22,-2.3714382648468018,-247.5999755859375,803.9728393554688,-95.61392211914062,-341.1757507324219,-264.60888671875,368.2385559082031,212.00531005859375
10,1970-04-07,-23.48017692565918,-268.7616882324219,126.79791259765625,83.7466812133789,-104.41120910644531,-134.46710205078125,-35.02201843261719,320.509521484375
99,1970-04-16,-10.591161727905273,-83.48543548583984,275.66473388671875,-441.3729248046875,379.2272644042969,345.0444030761719,37.660728454589844,142.2008056640625
13,1970-04-19,79.31338500976562,-294.86151123046875,27.219680786132812,11.9965238571167,-120.68219757080078,-89.98942565917969,410.69873046875,12.988834381103516
45,1970-04-26,262.80352783203125,-389.5904235839844,477.80865478515625,400.34417724609375,-589.5474243164062,42.95657730102539,484.5557861328125,-67.77922058105469
25,1970-05-06,-202.7304229736328,-145.35488891601562,446.9534912109375,79.69039154052734,180.61985778808594,6.511996269226074,580.5460815429688,-89.14193725585938
88,1970-05-07,339.38287353515625,204.53733825683594,467.5405578613281,220.82501220703125,62.581459045410156,374.72650146484375,-40.28443908691406,40.70351791381836
66,1970-05-10,-195.29541015625,375.7535400390625,-346.91290283203125,-55.59695816040039,77.87731170654297,-160.22203063964844,22.051607131958008,193.04449462890625
36,1970-05-19,-83.40968322753906,157.33815002441406,138.3589630126953,156.3740692138672,-141.0532684326172,-108.34661865234375,199.7287139892578,76.0965805053711
60,1970-05-21,140.27890014648438,-393.04144287109375,427.39129638671875,-6.485800266265869,-72.03343200683594,91.79420471191406,35.0463981628418,87.57933807373047
94,1970-06-15,7.40896463394165,-453.478515625,-262.0784912109375,-18.48158073425293,166.33824157714844,-24.066434860229492,181.24937438964844,80.7652587890625
84,1970-06-18,-93.32577514648438,338.801513671875,-80.28933715820312,-97.39013671875,242.45120239257812,142.8092498779297,-72.1889877319336,-242.40682983398438
21,1970-06-21,-145.925537109375,-286.5369567871094,103.39158630371094,256.6390686035156,48.570533752441406,-222.27352905273438,580.0684204101562,491.5874328613281
69,1970-06-22,204.5895538330078,-24.907243728637695,387.5812072753906,145.7008056640625,-12.087862014770508,-357.1345520019531,541.994140625,-223.8580322265625
11,1970-06-25,-56.505435943603516,18.51911735534668,-238.61074829101562,259.9095764160156,133.02975463867188,199.43853759765625,100.29647827148438,219.3019561767578
27,1970-07-02,86.53523254394531,-487.4610290527344,252.79782104492188,38.37020492553711,-225.06130981445312,-138.39476013183594,68.45337677001953,338.6392822265625
63,1970-07-04,17.400569915771484,-6.633271217346191,297.8069152832031,-65.26329803466797,485.4267883300781,-106.11846923828125,270.7846374511719,-132.1753692626953
61,1970-07-08,-293.71697998046875,336.1871032714844,319.52117919921875,-1.043164610862732,-477.3433532714844,26.7211856842041,149.74765014648438,16.499916076660156
56,1970-07-10,-73.01225280761719,144.38096618652344,492.40460205078125,282.3511047363281,55.51327133178711,70.4451904296875,141.87353515625,-303.68682861328125
5,1970-07-11,155.35145568847656,105.92268371582031,-99.13587951660156,173.7105255126953,33.46659851074219,128.59872436523438,-39.98673629760742,-139.60194396972656
65,1970-07-16,-122.49169158935547,-68.24738311767578,265.24395751953125,141.59727478027344,-284.3219909667969,-222.92599487304688,-79.14762878417969,-24.165170669555664
28,1970-07-25,23.021400451660156,447.86346435546875,172.32720947265625,147.57785034179688,-448.4906311035156,-116.78402709960938,-355.5971374511719,5.691044330596924
4,1970-07-30,384.6639099121094,-358.16217041015625,580.1802368164062,58.4658203125,-271.2004699707031,-264.753173828125,133.94151306152344,43.57352828979492
85,1970-09-08,98.41531372070312,425.8567199707031,-165.7597198486328,562.90234375,-358.6890563964844,244.27256774902344,58.93974685668945,-419.773193359375
59,1970-09-09,51.34433364868164,256.5631103515625,852.8533325195312,-349.0711975097656,77.18329620361328,191.8532257080078,404.9007873535156,-527.6382446289062
53,1970-10-07,165.13461303710938,-171.3614959716797,316.60394287109375,217.7125701904297,-102.7669677734375,68.02522277832031,43.21892547607422,-507.0617370605469
82,1970-12-27,115.7697525024414,472.1512145996094,54.463130950927734,658.8369140625,-480.36199951171875,-116.80559539794922,-40.41204833984375,-74.80194091796875
34,1971-01-14,65.77245330810547,-102.18441772460938,465.0025939941406,104.78663635253906,109.20396423339844,90.09815216064453,375.8590393066406,-102.54918670654297
83,1971-01-22,-119.61691284179688,-7.625945091247559,187.34091186523438,202.41444396972656,-153.65538024902344,-11.72404956817627,-89.01893615722656,353.72161865234375
68,1971-01-24,148.51626586914062,-171.3734130859375,625.6034545898438,340.13848876953125,-560.5164794921875,-288.319580078125,496.61749267578125,-122.46275329589844
91,1971-02-11,-280.3404541015625,34.7472038269043,-71.99459075927734,-270.14617919921875,40.775577545166016,125.07377624511719,-125.11135864257812,-267.7232666015625
95,1971-05-24,32.13159942626953,-197.05862426757812,-101.48242950439453,163.8714599609375,-113.52729034423828,88.3958969116211,-60.74873352050781,19.319171905517578
62,1971-06-10,-53.80930709838867,-200.4073486328125,520.9680786132812,100.25206756591797,139.55804443359375,-86.42018127441406,158.3155975341797,-53.37248992919922
93,1971-06-12,149.41929626464844,-352.2598876953125,234.75747680664062,70.72407531738281,17.139957427978516,-168.85458374023438,-2.9694952964782715,-178.43643188476562
80,1971-08-26,-199.35240173339844,-215.0028839111328,431.99365234375,-196.1331787109375,260.2751770019531,76.3861312866211,-36.10799789428711,-404.6162414550781
19,1971-12-30,-190.808349609375,280.982666015625,353.0611877441406,-1.0411689281463623,-368.7342529296875,-356.5611267089844,-11.24190902709961,55.71381378173828
